id,name,base_name,height_meter,weight_kg,hp,attack,defense,special_attack,special_defense,speed,type_1,type_2,is_legendary,is_mythical
839,coalossal,coalossal,2.8,310.5,110,80,120,80,90,30,rock,fire,False,False
840,applin,applin,0.2,0.5,40,40,80,40,40,20,grass,dragon,False,False
841,flapple,flapple,0.3,1.0,70,110,80,95,60,70,grass,dragon,False,False
842,appletun,appletun,0.4,13.0,110,85,80,100,80,30,grass,dragon,False,False
843,silicobra,silicobra,2.2,7.6,52,57,75,35,50,46,ground,,False,False
844,sandaconda,sandaconda,3.8,65.5,72,107,125,65,70,71,ground,,False,False
845,cramorant,cramorant,0.8,18.0,70,85,55,85,95,85,flying,water,False,False
846,arrokuda,arrokuda,0.5,1.0,41,63,40,40,30,66,water,,False,False
847,barraskewda,barraskewda,1.3,30.0,61,123,60,60,50,136,water,,False,False
848,toxel,toxel,0.4,11.0,40,38,35,54,35,40,electric,poison,False,False
849,toxtricity-amped,toxtricity,1.6,40.0,75,98,70,114,70,75,electric,poison,False,False
850,sizzlipede,sizzlipede,0.7,1.0,50,65,45,50,50,45,fire,bug,False,False
851,centiskorch,centiskorch,3.0,120.0,100,115,65,90,90,65,fire,bug,False,False
852,clobbopus,clobbopus,0.6,4.0,50,68,60,50,50,32,fighting,,False,False
853,grapploct,grapploct,1.6,39.0,80,118,90,70,80,42,fighting,,False,False
854,sinistea,sinistea,0.1,0.2,40,45,45,74,54,50,ghost,,False,False
855,polteageist,polteageist,0.2,0.4,60,65,65,134,114,70,ghost,,False,False
856,hatenna,hatenna,0.4,3.4,42,30,45,56,53,39,psychic,,False,False
857,hattrem,hattrem,0.6,4.8,57,40,65,86,73,49,psychic,,False,False
858,hatterene,hatterene,2.1,5.1,57,90,95,136,103,29,psychic,fairy,False,False
859,impidimp,impidimp,0.4,5.5,45,45,30,55,40,50,dark,fairy,False,False
860,morgrem,morgrem,0.8,12.5,65,60,45,75,55,70,dark,fairy,False,False
861,grimmsnarl,grimmsnarl,1.5,61.0,95,120,65,95,75,60,dark,fairy,False,False
862,obstagoon,obstagoon,1.6,46.0,93,90,101,60,81,95,dark,normal,False,False
863,perrserker,perrserker,0.8,28.0,70,110,100,50,60,50,steel,,False,False
864,cursola,cursola,1.0,0.4,60,95,50,145,130,30,ghost,,False,False
865,sirfetchd,sirfetchd,0.8,117.0,62,135,95,68,82,65,fighting,,False,False
866,mr-rime,mr-rime,1.5,58.2,80,85,75,110,100,70,ice,psychic,False,False
867,runerigus,runerigus,1.6,66.6,58,95,145,50,105,30,ground,ghost,False,False
868,milcery,milcery,0.2,0.3,45,40,40,50,61,34,fairy,,False,False
869,alcremie,alcremie,0.3,0.5,65,60,75,110,121,64,fairy,,False,False
870,falinks,falinks,3.0,62.0,65,100,100,70,60,75,fighting,,False,False
871,pincurchin,pincurchin,0.3,1.0,48,101,95,91,85,15,electric,,False,False
872,snom,snom,0.3,3.8,30,25,35,45,30,20,ice,bug,False,False
873,frosmoth,frosmoth,1.3,42.0,70,65,60,125,90,65,ice,bug,False,False
874,stonjourner,stonjourner,2.5,520.0,100,125,135,20,20,70,rock,,False,False
875,eiscue-ice,eiscue,1.4,89.0,75,80,110,65,90,50,ice,,False,False
876,indeedee-male,indeedee,0.9,28.0,60,65,55,105,95,95,psychic,normal,False,False
877,morpeko,morpeko,0.3,3.0,58,95,58,70,58,97,electric,dark,False,False
878,cufant,cufant,1.2,100.0,72,80,49,40,49,40,steel,,False,False
879,copperajah,copperajah,3.0,650.0,122,130,69,80,69,30,steel,,False,False
880,dracozolt,dracozolt,1.8,190.0,90,100,90,80,70,75,electric,dragon,False,False
881,arctozolt,arctozolt,2.3,150.0,90,100,90,90,80,55,electric,ice,False,False
882,dracovish,dracovish,2.3,215.0,90,90,100,70,80,75,water,dragon,False,False
883,arctovish,arctovish,2.0,175.0,90,90,100,80,90,55,water,ice,False,False
884,duraludon,duraludon,1.8,40.0,70,95,115,120,50,85,steel,dragon,False,False
885,dreepy,dreepy,0.5,2.0,28,60,30,40,30,82,dragon,ghost,False,False
886,drakloak,drakloak,1.4,11.0,68,80,50,60,50,102,dragon,ghost,False,False
887,dragapult,dragapult,3.0,50.0,88,120,75,100,75,142,dragon,ghost,False,False
888,zacian-hero,zacian,2.8,110.0,92,130,115,80,115,138,fairy,,True,False
889,zamazenta-hero,zamazenta,2.9,210.0,92,130,115,80,115,138,fighting,,True,False
890,eternatus,eternatus,20.0,950.0,140,85,95,145,95,130,poison,dragon,True,False
891,kubfu,kubfu,0.6,12.0,60,90,60,53,50,72,fighting,,True,False
892,urshifu-single-strike,urshifu,1.9,105.0,100,130,100,63,60,97,fighting,dark,True,False
893,zarude,zarude,1.8,70.0,105,120,105,70,95,105,dark,grass,False,True
894,regieleki,regieleki,1.2,145.0,80,100,50,100,50,200,electric,,True,False
