id,name,base_name,height_meter,weight_kg,hp,attack,defense,special_attack,special_defense,speed,type_1,type_2,is_legendary,is_mythical
224,octillery,octillery,0.9,28.5,75,105,75,105,75,45,water,,False,False
225,delibird,delibird,0.9,16.0,45,55,45,65,45,75,ice,flying,False,False
226,mantine,mantine,2.1,220.0,85,40,70,80,140,70,water,flying,False,False
227,skarmory,skarmory,1.7,50.5,65,80,140,40,70,70,steel,flying,False,False
228,houndour,houndour,0.6,10.8,45,60,30,80,50,65,dark,fire,False,False
229,houndoom,houndoom,1.4,35.0,75,90,50,110,80,95,dark,fire,False,False
230,kingdra,kingdra,1.8,152.0,75,95,95,95,95,85,water,dragon,False,False
231,phanpy,phanpy,0.5,33.5,90,60,60,40,40,40,ground,,False,False
232,donphan,donphan,1.1,120.0,90,120,120,60,60,50,ground,,False,False
233,porygon2,porygon2,0.6,32.5,85,80,90,105,95,60,normal,,False,False
234,stantler,stantler,1.4,71.2,73,95,62,85,65,85,normal,,False,False
235,smeargle,smeargle,1.2,58.0,55,20,35,20,45,75,normal,,False,False
236,tyrogue,tyrogue,0.7,21.0,35,35,35,35,35,35,fighting,,False,False
237,hitmontop,hitmontop,1.4,48.0,50,95,95,35,110,70,fighting,,False,False
238,smoochum,smoochum,0.4,6.0,45,30,15,85,65,65,ice,psychic,False,False
239,elekid,elekid,0.6,23.5,45,63,37,65,55,95,electric,,False,False
240,magby,magby,0.7,21.4,45,75,37,70,55,83,fire,,False,False
241,miltank,miltank,1.2,75.5,95,80,105,40,70,100,normal,,False,False
242,blissey,blissey,1.5,46.8,255,10,10,75,135,55,normal,,False,False
243,raikou,raikou,1.9,178.0,90,85,75,115,100,115,electric,,True,False
244,entei,entei,2.1,198.0,115,115,85,90,75,100,fire,,True,False
245,suicune,suicune,2.0,187.0,100,75,115,90,115,85,water,,True,False
246,larvitar,larvitar,0.6,72.0,50,64,50,45,50,41,rock,ground,False,False
247,pupitar,pupitar,1.2,152.0,70,84,70,65,70,51,rock,ground,False,False
248,tyranitar,tyranitar,2.0,202.0,100,134,110,95,100,61,rock,dark,False,False
249,lugia,lugia,5.2,216.0,106,90,130,90,154,110,psychic,flying,True,False
250,ho-oh,ho-oh,3.8,199.0,106,130,90,110,154,90,fire,flying,True,False
251,celebi,celebi,0.6,5.0,100,100,100,100,100,100,psychic,grass,False,True
252,treecko,treecko,0.5,5.0,40,45,35,65,55,70,grass,,False,False
253,grovyle,grovyle,0.9,21.6,50,65,45,85,65,95,grass,,False,False
254,sceptile,sceptile,1.7,52.2,70,85,65,105,85,120,grass,,False,False
255,torchic,torchic,0.4,2.5,45,60,40,70,50,45,fire,,False,False
256,combusken,combusken,0.9,19.5,60,85,60,85,60,55,fire,fighting,False,False
257,blaziken,blaziken,1.9,52.0,80,120,70,110,70,80,fire,fighting,False,False
258,mudkip,mudkip,0.4,7.6,50,70,50,50,50,40,water,,False,False
259,marshtomp,marshtomp,0.7,28.0,70,85,70,60,70,50,water,ground,False,False
260,swampert,swampert,1.5,81.9,100,110,90,85,90,60,water,ground,False,False
261,poochyena,poochyena,0.5,13.6,35,55,35,30,30,35,dark,,False,False
262,mightyena,mightyena,1.0,37.0,70,90,70,60,60,70,dark,,False,False
263,zigzagoon,zigzagoon,0.4,17.5,38,30,41,30,41,60,normal,,False,False
264,linoone,linoone,0.5,32.5,78,70,61,50,61,100,normal,,False,False
265,wurmple,wurmple,0.3,3.6,45,45,35,20,30,20,bug,,False,False
266,silcoon,silcoon,0.6,10.0,50,35,55,25,25,15,bug,,False,False
267,beautifly,beautifly,1.0,28.4,60,70,50,100,50,65,bug,flying,False,False
268,cascoon,cascoon,0.7,11.5,50,35,55,25,25,15,bug,,False,False
269,dustox,dustox,1.2,31.6,60,50,70,50,90,65,bug,poison,False,False
270,lotad,lotad,0.5,2.6,40,30,30,40,50,30,water,grass,False,False
271,lombre,lombre,1.2,32.5,60,50,50,60,70,50,water,grass,False,False
272,ludicolo,ludicolo,1.5,55.0,80,70,70,90,100,70,water,grass,False,False
273,seedot,seedot,0.5,4.0,40,40,50,30,30,30,grass,,False,False
274,nuzleaf,nuzleaf,1.0,28.0,70,70,40,60,40,60,grass,dark,False,False
275,shiftry,shiftry,1.3,59.6,90,100,60,90,60,80,grass,dark,False,False
276,taillow,taillow,0.3,2.3,40,55,30,30,30,85,normal,flying,False,False
277,swellow,swellow,0.7,19.8,60,85,60,75,50,125,normal,flying,False,False
278,wingull,wingull,0.6,9.5,40,30,30,55,30,85,water,flying,False,False
279,pelipper,pelipper,1.2,28.0,60,50,100,95,70,65,water,flying,False,False
