id,name,base_name,height_meter,weight_kg,hp,attack,defense,special_attack,special_defense,speed,type_1,type_2,is_legendary,is_mythical
280,ralts,ralts,0.4,6.6,28,25,25,45,35,40,psychic,fairy,False,False
281,kirlia,kirlia,0.8,20.2,38,35,35,65,55,50,psychic,fairy,False,False
282,gardevoir,gardevoir,1.6,48.4,68,65,65,125,115,80,psychic,fairy,False,False
283,surskit,surskit,0.5,1.7,40,30,32,50,52,65,bug,water,False,False
284,masquerain,masquerain,0.8,3.6,70,60,62,100,82,80,bug,flying,False,False
285,shroomish,shroomish,0.4,4.5,60,40,60,40,60,35,grass,,False,False
286,breloom,breloom,1.2,39.2,60,130,80,60,60,70,grass,fighting,False,False
287,slakoth,slakoth,0.8,24.0,60,60,60,35,35,30,normal,,False,False
288,vigoroth,vigoroth,1.4,46.5,80,80,80,55,55,90,normal,,False,False
289,slaking,slaking,2.0,130.5,150,160,100,95,65,100,normal,,False,False
290,nincada,nincada,0.5,5.5,31,45,90,30,30,40,bug,ground,False,False
291,ninjask,ninjask,0.8,12.0,61,90,45,50,50,160,bug,flying,False,False
292,shedinja,shedinja,0.8,1.2,1,90,45,30,30,40,bug,ghost,False,False
293,whismur,whismur,0.6,16.3,64,51,23,51,23,28,normal,,False,False
294,loudred,loudred,1.0,40.5,84,71,43,71,43,48,normal,,False,False
295,exploud,exploud,1.5,84.0,104,91,63,91,73,68,normal,,False,False
296,makuhita,makuhita,1.0,86.4,72,60,30,20,30,25,fighting,,False,False
297,hariyama,hariyama,2.3,253.8,144,120,60,40,60,50,fighting,,False,False
298,azurill,azurill,0.2,2.0,50,20,40,20,40,20,normal,fairy,False,False
299,nosepass,nosepass,1.0,97.0,30,45,135,45,90,30,rock,,False,False
300,skitty,skitty,0.6,11.0,50,45,45,35,35,50,normal,,False,False
301,delcatty,delcatty,1.1,32.6,70,65,65,55,55,90,normal,,False,False
302,sableye,sableye,0.5,11.0,50,75,75,65,65,50,dark,ghost,False,False
303,mawile,mawile,0.6,11.5,50,85,85,55,55,50,steel,fairy,False,False
304,aron,aron,0.4,60.0,50,70,100,40,40,30,steel,rock,False,False
305,lairon,lairon,0.9,120.0,60,90,140,50,50,40,steel,rock,False,False
306,aggron,aggron,2.1,360.0,70,110,180,60,60,50,steel,rock,False,False
307,meditite,meditite,0.6,11.2,30,40,55,40,55,60,fighting,psychic,False,False
308,medicham,medicham,1.3,31.5,60,60,75,60,75,80,fighting,psychic,False,False
309,electrike,electrike,0.6,15.2,40,45,40,65,40,65,electric,,False,False
310,manectric,manectric,1.5,40.2,70,75,60,105,60,105,electric,,False,False
311,plusle,plusle,0.4,4.2,60,50,40,85,75,95,electric,,False,False
312,minun,minun,0.4,4.2,60,40,50,75,85,95,electric,,False,False
313,volbeat,volbeat,0.7,17.7,65,73,75,47,85,85,bug,,False,False
314,illumise,illumise,0.6,17.7,65,47,75,73,85,85,bug,,False,False
315,roselia,roselia,0.3,2.0,50,60,45,100,80,65,grass,poison,False,False
316,gulpin,gulpin,0.4,10.3,70,43,53,43,53,40,poison,,False,False
317,swalot,swalot,1.7,80.0,100,73,83,73,83,55,poison,,False,False
318,carvanha,carvanha,0.8,20.8,45,90,20,65,20,65,water,dark,False,False
319,sharpedo,sharpedo,1.8,88.8,70,120,40,95,40,95,water,dark,False,False
320,wailmer,wailmer,2.0,130.0,130,70,35,70,35,60,water,,False,False
321,wailord,wailord,14.5,398.0,170,90,45,90,45,60,water,,False,False
322,numel,numel,0.7,24.0,60,60,40,65,45,35,fire,ground,False,False
323,camerupt,camerupt,1.9,220.0,70,100,70,105,75,40,fire,ground,False,False
324,torkoal,torkoal,0.5,80.4,70,85,140,85,70,20,fire,,False,False
325,spoink,spoink,0.7,30.6,60,25,35,70,80,60,psychic,,False,False
326,grumpig,grumpig,0.9,71.5,80,45,65,90,110,80,psychic,,False,False
327,spinda,spinda,1.1,5.0,60,60,60,60,60,60,normal,,False,False
328,trapinch,trapinch,0.7,15.0,45,100,45,45,45,10,ground,,False,False
329,vibrava,vibrava,1.1,15.3,50,70,50,50,50,70,ground,dragon,False,False
330,flygon,flygon,2.0,82.0,80,100,80,80,80,100,ground,dragon,False,False
331,cacnea,cacnea,0.4,51.3,50,85,40,85,40,35,grass,,False,False
332,cacturne,cacturne,1.3,77.4,70,115,60,115,60,55,grass,dark,False,False
333,swablu,swablu,0.4,1.2,45,40,60,40,75,50,normal,flying,False,False
334,altaria,altaria,1.1,20.6,75,70,90,70,105,80,dragon,flying,False,False
335,zangoose,zangoose,1.3,40.3,73,115,60,60,60,90,normal,,False,False
