id,name,base_name,height_meter,weight_kg,hp,attack,defense,special_attack,special_defense,speed,type_1,type_2,is_legendary,is_mythical
727,incineroar,incineroar,1.8,83.0,95,115,90,80,90,60,fire,dark,False,False
728,popplio,popplio,0.4,7.5,50,54,54,66,56,40,water,,False,False
729,brionne,brionne,0.6,17.5,60,69,69,91,81,50,water,,False,False
730,primarina,primarina,1.8,44.0,80,74,74,126,116,60,water,fairy,False,False
731,pikipek,pikipek,0.3,1.2,35,75,30,30,30,65,normal,flying,False,False
732,trumbeak,trumbeak,0.6,14.8,55,85,50,40,50,75,normal,flying,False,False
733,toucannon,toucannon,1.1,26.0,80,120,75,75,75,60,normal,flying,False,False
734,yungoos,yungoos,0.4,6.0,48,70,30,30,30,45,normal,,False,False
735,gumshoos,gumshoos,0.7,14.2,88,110,60,55,60,45,normal,,False,False
736,grubbin,grubbin,0.4,4.4,47,62,45,55,45,46,bug,,False,False
737,charjabug,charjabug,0.5,10.5,57,82,95,55,75,36,bug,electric,False,False
738,vikavolt,vikavolt,1.5,45.0,77,70,90,145,75,43,bug,electric,False,False
739,crabrawler,crabrawler,0.6,7.0,47,82,57,42,47,63,fighting,,False,False
740,crabominable,crabominable,1.7,180.0,97,132,77,62,67,43,fighting,ice,False,False
741,oricorio-baile,oricorio,0.6,3.4,75,70,70,98,70,93,fire,flying,False,False
742,cutiefly,cutiefly,0.1,0.2,40,45,40,55,40,84,bug,fairy,False,False
743,ribombee,ribombee,0.2,0.5,60,55,60,95,70,124,bug,fairy,False,False
744,rockruff,rockruff,0.5,9.2,45,65,40,30,40,60,rock,,False,False
745,lycanroc-midday,lycanroc,0.8,25.0,75,115,65,55,65,112,rock,,False,False
746,wishiwashi-solo,wishiwashi,0.2,0.3,45,20,20,25,25,40,water,,False,False
747,mareanie,mareanie,0.4,8.0,50,53,62,43,52,45,poison,water,False,False
748,toxapex,toxapex,0.7,14.5,50,63,152,53,142,35,poison,water,False,False
749,mudbray,mudbray,1.0,110.0,70,100,70,45,55,45,ground,,False,False
750,mudsdale,mudsdale,2.5,920.0,100,125,100,55,85,35,ground,,False,False
751,dewpider,dewpider,0.3,4.0,38,40,52,40,72,27,water,bug,False,False
752,araquanid,araquanid,1.8,82.0,68,70,92,50,132,42,water,bug,False,False
753,fomantis,fomantis,0.3,1.5,40,55,35,50,35,35,grass,,False,False
754,lurantis,lurantis,0.9,18.5,70,105,90,80,90,45,grass,,False,False
755,morelull,morelull,0.2,1.5,40,35,55,65,75,15,grass,fairy,False,False
756,shiinotic,shiinotic,1.0,11.5,60,45,80,90,100,30,grass,fairy,False,False
757,salandit,salandit,0.6,4.8,48,44,40,71,40,77,poison,fire,False,False
758,salazzle,salazzle,1.2,22.2,68,64,60,111,60,117,poison,fire,False,False
759,stufful,stufful,0.5,6.8,70,75,50,45,50,50,normal,fighting,False,False
760,bewear,bewear,2.1,135.0,120,125,80,55,60,60,normal,fighting,False,False
761,bounsweet,bounsweet,0.3,3.2,42,30,38,30,38,32,grass,,False,False
762,steenee,steenee,0.7,8.2,52,40,48,40,48,62,grass,,False,False
763,tsareena,tsareena,1.2,21.4,72,120,98,50,98,72,grass,,False,False
764,comfey,comfey,0.1,0.3,51,52,90,82,110,100,fairy,,False,False
765,oranguru,oranguru,1.5,76.0,90,60,80,90,110,60,normal,psychic,False,False
766,passimian,passimian,2.0,82.8,100,120,90,40,60,80,fighting,,False,False
767,wimpod,wimpod,0.5,12.0,25,35,40,20,30,80,bug,water,False,False
768,golisopod,golisopod,2.0,108.0,75,125,140,60,90,40,bug,water,False,False
769,sandygast,sandygast,0.5,70.0,55,55,80,70,45,15,ghost,ground,False,False
770,palossand,palossand,1.3,250.0,85,75,110,100,75,35,ghost,ground,False,False
771,pyukumuku,pyukumuku,0.3,1.2,55,60,130,30,130,5,water,,False,False
772,type-null,type-null,1.9,120.5,95,95,95,95,95,59,normal,,False,False
773,silvally,silvally,2.3,100.5,95,95,95,95,95,95,normal,,False,False
774,minior-red-meteor,minior,0.3,40.0,60,60,100,60,100,60,rock,flying,False,False
775,komala,komala,0.4,19.9,65,115,65,75,95,65,normal,,False,False
776,turtonator,turtonator,2.0,212.0,60,78,135,91,85,36,fire,dragon,False,False
777,togedemaru,togedemaru,0.3,3.3,65,98,63,40,73,96,electric,steel,False,False
778,mimikyu-disguised,mimikyu,0.2,0.7,55,90,80,50,105,96,ghost,fairy,False,False
779,bruxish,bruxish,0.9,19.0,68,105,70,70,70,92,water,psychic,False,False
780,drampa,drampa,3.0,185.0,78,60,85,135,91,36,normal,dragon,False,False
781,dhelmise,dhelmise,3.9,210.0,70,131,100,86,90,40,ghost,grass,False,False
782,jangmo-o,jangmo-o,0.6,29.7,45,55,65,45,45,45,dragon,,False,False
