id,name,base_name,height_meter,weight_kg,hp,attack,defense,special_attack,special_defense,speed,type_1,type_2,is_legendary,is_mythical
10053,aggron-mega,aggron,2.2,395.0,70,140,230,60,80,50,steel,,False,False
10054,medicham-mega,medicham,1.3,31.5,60,100,85,80,85,100,fighting,psychic,False,False
10055,manectric-mega,manectric,1.8,44.0,70,75,80,135,80,135,electric,,False,False
10056,banette-mega,banette,1.2,13.0,64,165,75,93,83,75,ghost,,False,False
10057,absol-mega,absol,1.2,49.0,65,150,60,115,60,115,dark,,False,False
10058,garchomp-mega,garchomp,1.9,95.0,108,170,115,120,95,92,dragon,ground,False,False
10059,lucario-mega,lucario,1.3,57.5,70,145,88,140,70,112,fighting,steel,False,False
10060,abomasnow-mega,abomasnow,2.7,185.0,90,132,105,132,105,30,grass,ice,False,False
10061,floette-eternal,floette,0.2,0.9,74,65,67,125,128,92,fairy,,False,False
10062,latias-mega,latias,1.8,52.0,80,100,120,140,150,110,dragon,psychic,True,False
10063,latios-mega,latios,2.3,70.0,80,130,100,160,120,110,dragon,psychic,True,False
10064,swampert-mega,swampert,1.9,102.0,100,150,110,95,110,70,water,ground,False,False
10065,sceptile-mega,sceptile,1.9,55.2,70,110,75,145,85,145,grass,dragon,False,False
10066,sableye-mega,sableye,0.5,161.0,50,85,125,85,115,20,dark,ghost,False,False
10067,altaria-mega,altaria,1.5,20.6,75,110,110,110,105,80,dragon,fairy,False,False
10068,gallade-mega,gallade,1.6,56.4,68,165,95,65,115,110,psychic,fighting,False,False
10069,audino-mega,audino,1.5,32.0,103,60,126,80,126,50,normal,fairy,False,False
10070,sharpedo-mega,sharpedo,2.5,130.3,70,140,70,110,65,105,water,dark,False,False
10071,slowbro-mega,slowbro,2.0,120.0,95,75,180,130,80,30,water,psychic,False,False
10072,steelix-mega,steelix,10.5,740.0,75,125,230,55,95,30,steel,ground,False,False
10073,pidgeot-mega,pidgeot,2.2,50.5,83,80,80,135,80,121,normal,flying,False,False
10074,glalie-mega,glalie,2.1,350.2,80,120,80,120,80,100,ice,,False,False
10075,diancie-mega,diancie,1.1,27.8,50,160,110,160,110,110,rock,fairy,False,True
10076,metagross-mega,metagross,2.5,942.9,80,145,150,105,110,110,steel,psychic,False,False
10077,kyogre-primal,kyogre,9.8,430.0,100,150,90,180,160,90,water,,True,False
10078,groudon-primal,groudon,5.0,999.7,100,180,160,150,90,90,ground,fire,True,False
10079,rayquaza-mega,rayquaza,10.8,392.0,105,180,100,180,100,115,dragon,flying,True,False
10080,pikachu-rock-star,pikachu,0.4,6.0,35,55,40,50,50,90,electric,,False,False
10081,pikachu-belle,pikachu,0.4,6.0,35,55,40,50,50,90,electric,,False,False
10082,pikachu-pop-star,pikachu,0.4,6.0,35,55,40,50,50,90,electric,,False,False
10083,pikachu-phd,pikachu,0.4,6.0,35,55,40,50,50,90,electric,,False,False
10084,pikachu-libre,pikachu,0.4,6.0,35,55,40,50,50,90,electric,,False,False
10085,pikachu-cosplay,pikachu,0.4,6.0,35,55,40,50,50,90,electric,,False,False
10086,hoopa-unbound,hoopa,6.5,490.0,80,160,60,170,130,80,psychic,dark,False,True
10087,camerupt-mega,camerupt,2.5,320.5,70,120,100,145,105,20,fire,ground,False,False
10088,lopunny-mega,lopunny,1.3,28.3,65,136,94,54,96,135,normal,fighting,False,False
10089,salamence-mega,salamence,1.8,112.6,95,145,130,120,90,120,dragon,flying,False,False
10090,beedrill-mega,beedrill,1.4,40.5,65,150,40,15,80,145,bug,poison,False,False
10091,rattata-alola,rattata,0.3,3.8,30,56,35,25,35,72,dark,normal,False,False
10092,raticate-alola,raticate,0.7,25.5,75,71,70,40,80,77,dark,normal,False,False
10093,raticate-totem-alola,raticate,1.4,105.0,75,71,70,40,80,77,dark,normal,False,False
10094,pikachu-original-cap,pikachu,0.4,6.0,35,55,40,50,50,90,electric,,False,False
10095,pikachu-hoenn-cap,pikachu,0.4,6.0,35,55,40,50,50,90,electric,,False,False
10096,pikachu-sinnoh-cap,pikachu,0.4,6.0,35,55,40,50,50,90,electric,,False,False
10097,pikachu-unova-cap,pikachu,0.4,6.0,35,55,40,50,50,90,electric,,False,False
10098,pikachu-kalos-cap,pikachu,0.4,6.0,35,55,40,50,50,90,electric,,False,False
10099,pikachu-alola-cap,pikachu,0.4,6.0,35,55,40,50,50,90,electric,,False,False
10100,raichu-alola,raichu,0.7,21.0,60,85,50,95,85,110,electric,psychic,False,False
10101,sandshrew-alola,sandshrew,0.7,40.0,50,75,90,10,35,40,ice,steel,False,False
10102,sandslash-alola,sandslash,1.2,55.0,75,100,120,25,65,65,ice,steel,False,False
10103,vulpix-alola,vulpix,0.6,9.9,38,41,40,50,65,65,ice,,False,False
10104,ninetales-alola,ninetales,1.1,19.9,73,67,75,81,100,109,ice,fairy,False,False
10105,diglett-alola,diglett,0.2,1.0,10,55,30,35,45,90,ground,steel,False,False
10106,dugtrio-alola,dugtrio,0.7,66.6,35,100,60,50,70,110,ground,steel,False,False
10107,meowth-alola,meowth,0.4,4.2,40,35,35,50,40,90,dark,,False,False
10108,persian-alola,persian,1.1,33.0,65,60,60,75,65,115,dark,,False,False
